Time (s),Altitude (m),TAS (m/s),Fuel Remaining (kg)
344.30000000000257,10674.475017349692,277.33455485518925,20006.579841947663
344.4000000000026,10677.749535572666,277.3894019940337,20006.302171117488
344.5000000000026,10681.023395595435,277.44794149072715,20006.024522861644
344.60000000000264,10684.296596494996,277.50651806511377,20005.746897180587
344.70000000000266,10687.569163533244,277.5614673124987,20005.469294074777
344.8000000000027,10690.84104109322,277.62011583639617,20005.191716053112
344.9000000000027,10694.112256820406,277.6788015531751,20004.914160607663
345.00000000000273,10697.382836152814,277.7338532263189,20004.636627738888
345.10000000000275,10700.65275185444,277.7926111162716,20004.359117447246
345.2000000000028,10703.922002992986,277.8514063147957,20004.0816297332
345.3000000000028,10707.19061518402,277.9065607322981,20003.804164597204
345.4000000000028,10710.458561004929,277.9654283286334,20003.52672203972
345.50000000000284,10713.725837671713,278.02065068873674,20003.249304570014
345.60000000000286,10716.992446162516,278.07959083158437,20002.971909679785
345.7000000000029,10720.258385537243,278.13856847611424,20002.694537369498
345.8000000000029,10723.52368170746,278.19389411238564,20002.417187639614
345.90000000000293,10726.788306939447,278.2529445296948,20002.139860490588
346.00000000000296,10730.052287263261,278.3083384606055,20001.862555922882
346.100000000003,10733.315594820637,278.3674618004749,20001.585273936955
346.200000000003,10736.57822866359,278.42662283653965,20001.308014533268
346.300000000003,10739.840186542695,278.4821205792895,20001.0307802215
346.40000000000305,10743.101468877227,278.54135476582616,20000.75356849294
346.50000000000307,10746.362101996723,278.59692115781263,20000.47637934805
346.6000000000031,10749.622057728113,278.6562286456921,20000.19921278729
346.7000000000031,10752.881362520824,278.71186382856087,19999.922068811124
346.80000000000314,10756.139988075753,278.77124476908995,19999.644947420005
346.90000000000316,10759.397960962615,278.826948884896,19999.367848614398
347.0000000000032,10762.655252755854,278.8864034298193,19999.09077239476
347.1000000000032,10765.91189014588,278.9421766210289,19998.813718761554
347.20000000000323,10769.167816185049,279.00170492253005,19998.536690224922
347.30000000000325,10772.423086086894,279.0575473320218,19998.259684275694
347.4000000000033,10775.677671172267,279.1171495427254,19997.98270091433
347.5000000000033,10778.9315983736,279.1730613137922,19997.70574014129
347.6000000000033,10782.184838883999,279.2327375867654,19997.428801957034
347.70000000000334,10785.437419757805,279.28871886311555,19997.151886362022
347.80000000000337,10788.689340146819,279.3447338227699,19996.874993356716
347.9000000000034,10791.940571053967,279.4045202776288,19996.598122941577
348.0000000000034,10795.191139715078,279.46060495658077,19996.321275117065
348.10000000000343,10798.441017004261,279.52046585583355,19996.04444988364
348.20000000000346,10801.690230280274,279.57662039883047,19995.767647241766
348.3000000000035,10804.938750287965,279.636555897099,19995.4908671919
348.4000000000035,10808.186604509438,279.6927804493096,19995.21410973451
348.5000000000035,10811.433792086566,279.74903892918746,19994.937374870045
348.60000000000355,10814.680255278654,279.8090854086811,19994.660665109383
348.70000000000357,10817.926050051543,279.8654141139635,19994.383977942627
348.8000000000036,10821.171175542855,279.92177685174767,19994.107313370238
348.9000000000036,10824.415602112213,279.98193465539225,19993.830671392676
349.00000000000364,10827.65935760929,280.0383678357076,19993.554052010404
349.10000000000366,10830.902441167415,280.0948351538134,19993.277455223884
349.2000000000037,10834.144822951828,280.15510462601986,19993.000881033575
349.3000000000037,10837.386530997665,280.21164260472455,19992.72432943994
349.40000000000373,10840.627564433935,280.2682148269648,19992.447800443442
349.50000000000375,10843.867893230516,280.3285963136379,19992.171294044543
349.6000000000038,10847.107545608931,280.385239415491,19991.894810243703
349.7000000000038,10850.346520693849,280.44191686708416,19991.618349041382
349.8000000000038,10853.584817608516,280.4986287031487,19991.341910438045
349.90000000000384,10856.822406062332,280.55915926680177,19991.06549443415
350.00000000000387,10860.059314525319,280.6159422743793,19990.789101030165
350.1000000000039,10863.295542116344,280.67275977324545,19990.512730226546
350.2000000000039,10866.531087952846,280.7296117983324,19990.23638202376
350.30000000000393,10869.765921481994,280.79029205340834,19989.960056422264
350.40000000000396,10873.000071423965,280.847215543594,19989.683753422523
350.500000000004,10876.233536891781,280.90417366743503,19989.407473025
350.600000000004,10879.466316997023,280.96116646006567,19989.131215230154
350.700000000004,10882.698380922866,281.0219970245587,19988.854980038454
350.80000000000405,10885.929757641308,281.079061577572,19988.578767450355
350.90000000000407,10889.16044625948,281.1361609074315,19988.302577466326
351.0000000000041,10892.390445883058,281.19329504947484,19988.026410086823
